metrics_id,date,warehouse_id,supplier_id,inventory_turnover,stock_accuracy_percent,stockout_incidents,overstock_value_sar,order_fulfillment_rate,average_order_cycle_time_days,on_time_delivery_rate,order_accuracy_rate,supplier_performance_score,supplier_reliability_percent,cost_savings_sar,transportation_cost_sar,fuel_efficiency_km_per_liter,route_optimization_savings_sar,defect_rate_percent,customer_satisfaction_score,return_rate_percent,carbon_footprint_kg_co2,waste_reduction_percent,sustainability_score,created_at
SCM64928,2025-03-26T19:02:29,WH707,SUP8415,10.33,99.03,0,36130.47,0.976,4.79,0.905,0.959,4.2,91.45,13018.02,74823.09,9.82,18513.17,0.68,4.1,1.35,3039.05,8.09,3.7,2025-10-04T21:15:16.942160
SCM43476,2025-03-09T05:46:34,WH624,SUP8852,6.36,97.22,2,22738.47,0.95,6.8,0.953,0.973,4.2,85.51,32547.06,39046.55,8.11,19911.38,1.31,4.9,0.54,2667.11,6.65,4.5,2025-10-04T21:15:16.942221
SCM97796,2025-02-09T00:53:31,WH666,SUP8962,10.09,97.93,10,27793.25,0.947,5.76,0.925,0.968,3.5,88.08,42814.04,96112.84,11.65,9423.69,1.99,4.4,2.36,6043.7,11.04,3.5,2025-10-04T21:15:16.942278
SCM52318,2025-03-18T02:34:03,WH327,SUP8764,10.21,98.86,5,67712.92,0.95,3.75,0.93,0.953,4.2,92.52,14827.23,52532.98,8.35,6355.66,0.47,4.2,2.03,9196.08,14.83,4.0,2025-10-04T21:15:16.942333
SCM60529,2025-05-11T20:41:46,WH623,SUP9138,9.51,96.03,3,99011.41,0.937,5.73,0.911,0.977,4.6,94.36,46988.64,60487.79,6.13,12619.78,0.38,4.4,1.93,3683.92,24.88,5.0,2025-10-04T21:15:16.942389
SCM94029,2025-06-23T16:17:27,WH424,SUP1027,9.26,95.68,3,25272.33,0.934,3.4,0.908,0.98,3.9,89.53,19506.05,75975.25,11.58,18547.15,1.45,4.8,1.87,7012.86,14.98,4.5,2025-10-04T21:15:16.942446
SCM79461,2025-04-22T15:12:08,WH628,SUP9468,7.76,96.93,6,19288.25,0.989,4.95,0.966,0.99,4.7,92.79,45557.84,56093.21,11.32,15163.61,0.67,4.9,1.53,9558.17,10.05,3.7,2025-10-04T21:15:16.942502
SCM97198,2025-06-12T11:23:04,WH443,SUP3748,10.09,96.55,0,34128.76,0.935,8.69,0.925,0.98,4.8,90.89,14414.74,16835.25,9.77,19148.17,1.75,4.5,1.2,4901.75,10.33,3.7,2025-10-04T21:15:16.942563
SCM14612,2025-06-21T18:57:20,WH824,SUP1234,4.19,97.54,4,20448.62,0.943,3.35,0.883,0.97,4.6,91.61,21421.54,26244.41,11.47,9935.93,0.36,4.7,0.96,8779.24,5.41,4.5,2025-10-04T21:15:16.942621
SCM29148,2025-04-16T06:06:08,WH658,SUP8878,7.74,96.86,5,46982.37,0.938,5.52,0.93,0.952,3.9,93.16,48486.07,75310.43,6.34,4251.93,1.72,4.2,2.25,9270.37,23.47,3.9,2025-10-04T21:15:16.942677
SCM65287,2025-04-25T21:54:44,WH532,SUP7519,4.23,95.03,4,53435.83,0.958,9.5,0.95,0.967,4.1,85.55,40103.72,20839.91,11.94,3083.32,1.72,4.4,2.31,7671.88,6.12,4.8,2025-10-04T21:15:16.942733
SCM47698,2025-04-14T00:43:29,WH125,SUP3217,8.64,96.57,5,35397.52,0.931,5.53,0.952,0.969,4.6,89.55,13794.72,49756.48,11.06,19776.08,1.88,4.4,0.65,3716.81,14.07,3.2,2025-10-04T21:15:16.942788
SCM56784,2025-02-18T15:57:14,WH756,SUP2099,9.95,97.29,9,27297.93,0.941,4.44,0.884,0.951,4.5,96.71,9517.68,10500.64,11.4,12876.47,0.27,4.4,1.36,6397.18,9.4,4.8,2025-10-04T21:15:16.942843
SCM93933,2025-04-05T10:31:24,WH446,SUP4010,5.37,96.77,1,54211.05,0.946,8.61,0.896,0.989,4.1,87.47,35749.0,30847.66,6.12,10797.61,1.23,4.9,2.03,2941.8,22.06,4.2,2025-10-04T21:15:16.942899
SCM29225,2025-05-25T03:25:56,WH820,SUP4553,5.57,98.52,1,19960.69,0.987,6.74,0.897,0.986,3.8,87.29,8219.08,58610.0,9.27,5205.97,1.68,4.7,1.02,3824.15,15.74,3.2,2025-10-04T21:15:16.942955
SCM69903,2025-06-11T07:15:06,WH695,SUP1691,9.97,95.34,2,11203.51,0.948,9.27,0.946,0.95,4.2,94.9,6466.76,23206.15,9.6,4736.42,0.71,4.5,1.13,9924.19,10.83,3.9,2025-10-04T21:15:16.943011
SCM61484,2025-02-06T02:09:39,WH795,SUP6792,4.37,98.43,0,50128.28,0.986,6.34,0.965,0.984,3.7,88.88,40743.06,33789.24,7.61,9757.27,1.59,4.4,1.75,2679.63,5.77,5.0,2025-10-04T21:15:16.943066
SCM98427,2025-03-17T02:40:03,WH794,SUP3268,10.72,95.45,9,10166.38,0.961,8.45,0.94,0.964,4.9,96.93,9720.63,78467.17,7.91,13887.12,1.42,4.9,1.74,8589.14,19.35,4.5,2025-10-04T21:15:16.943122
SCM22739,2025-03-07T06:27:38,WH684,SUP2072,7.21,98.26,1,19471.16,0.943,3.12,0.97,0.953,3.6,90.1,48784.36,47346.13,6.25,3045.0,0.63,4.3,0.89,4278.78,5.34,4.7,2025-10-04T21:15:16.943177
SCM89434,2025-04-02T22:22:19,WH125,SUP1925,8.01,95.64,8,23805.08,0.925,9.76,0.881,0.954,4.7,95.36,24094.25,10255.55,8.33,4924.82,1.31,4.5,2.81,1364.34,9.88,3.1,2025-10-04T21:15:16.943233
SCM34607,2025-05-02T09:10:34,WH685,SUP5880,11.45,96.17,5,22380.44,0.942,6.29,0.929,0.964,4.1,95.91,41709.24,81797.11,6.03,2388.29,1.27,4.1,1.05,6345.29,15.21,4.5,2025-10-04T21:15:16.943288
SCM72324,2025-06-22T10:39:51,WH429,SUP6713,4.34,98.13,4,33641.74,0.966,5.52,0.884,0.971,3.8,93.4,10681.06,18070.2,9.78,8472.99,1.31,4.7,1.7,3623.04,22.79,4.6,2025-10-04T21:15:16.943344
SCM61866,2025-04-26T13:16:27,WH509,SUP6273,5.96,97.86,0,70847.28,0.924,4.41,0.914,0.978,5.0,89.84,13807.94,79046.48,9.58,9344.32,0.3,4.6,1.66,9048.13,5.5,4.5,2025-10-04T21:15:16.943402
SCM58011,2025-03-03T10:00:45,WH728,SUP7373,11.84,97.57,6,54941.71,0.963,5.55,0.884,0.97,3.5,97.2,16638.47,11027.9,6.97,13389.28,1.63,4.0,1.53,8059.87,23.02,4.3,2025-10-04T21:15:16.943458
SCM76558,2025-06-10T06:39:09,WH638,SUP1912,7.47,99.04,6,87608.33,0.931,2.4,0.96,0.966,4.1,97.31,17890.66,27350.21,9.31,18698.97,1.38,4.2,1.28,6322.78,12.45,3.8,2025-10-04T21:15:16.943514
SCM76767,2025-04-01T19:42:03,WH355,SUP4997,10.17,96.62,7,27154.99,0.931,4.31,0.957,0.977,3.8,92.16,38517.55,53381.67,7.64,18794.01,0.75,4.5,1.94,3607.08,19.03,3.6,2025-10-04T21:15:16.943569
SCM86896,2025-04-05T07:36:07,WH342,SUP3274,7.6,95.45,0,62802.86,0.927,6.47,0.949,0.986,4.7,85.93,34289.78,35908.03,11.38,15440.78,0.12,4.0,1.95,9765.75,15.94,3.4,2025-10-04T21:15:16.943624
SCM14631,2025-02-12T02:52:41,WH821,SUP6317,10.8,98.28,3,29105.82,0.942,4.23,0.92,0.963,4.3,89.66,46924.86,68857.83,11.14,14319.35,0.46,4.1,0.67,8524.58,5.1,3.6,2025-10-04T21:15:16.943680
SCM85695,2025-05-13T15:22:50,WH697,SUP9170,5.29,98.69,7,70695.05,0.96,9.15,0.96,0.963,3.5,91.0,31775.54,45667.03,8.51,16881.27,0.37,4.2,0.62,4137.02,14.86,4.6,2025-10-04T21:15:16.943736
SCM27010,2025-05-01T23:27:08,WH184,SUP2376,9.43,95.24,8,44094.36,0.947,5.85,0.919,0.954,4.8,97.17,34810.07,20388.05,8.93,19332.2,0.7,4.1,1.4,8273.75,23.83,3.2,2025-10-04T21:15:16.943793
SCM86817,2025-06-25T11:53:18,WH944,SUP8104,8.18,97.26,0,88950.53,0.981,3.38,0.931,0.953,4.7,90.09,21767.9,49104.1,10.57,5142.56,0.56,4.9,1.98,9639.52,21.58,4.4,2025-10-04T21:15:16.943848
SCM86264,2025-02-03T12:26:21,WH327,SUP2174,4.08,97.01,2,44918.7,0.985,4.36,0.889,0.984,4.0,95.13,22445.49,25143.48,11.36,14636.9,0.47,4.8,0.81,2565.88,5.78,4.4,2025-10-04T21:15:16.943903
SCM89879,2025-04-04T05:43:26,WH910,SUP5139,4.39,96.19,3,33120.22,0.923,6.07,0.932,0.968,3.6,90.17,35980.67,75542.49,7.07,10263.87,0.11,4.7,2.19,7910.66,9.21,4.0,2025-10-04T21:15:16.943958
SCM19687,2025-04-13T07:34:26,WH263,SUP2975,9.47,96.75,3,73836.03,0.943,4.0,0.965,0.961,4.1,90.29,27969.41,18543.35,7.63,13739.51,0.65,4.9,1.2,7713.34,21.08,4.8,2025-10-04T21:15:16.944014
SCM88255,2025-04-16T13:34:48,WH677,SUP9039,11.72,98.86,7,36797.78,0.945,3.16,0.944,0.958,4.3,90.28,23613.12,73730.74,9.86,16780.64,0.95,4.6,2.57,2009.38,15.65,3.5,2025-10-04T21:15:16.944070
SCM25039,2025-04-30T20:26:50,WH850,SUP4396,10.75,96.31,9,15285.55,0.951,4.04,0.9,0.962,3.6,95.43,24808.46,51843.04,6.2,14035.1,1.63,4.2,0.87,6743.48,5.85,4.1,2025-10-04T21:15:16.944125
SCM53541,2025-03-15T21:47:14,WH446,SUP5808,10.12,99.46,0,42897.44,0.924,6.15,0.897,0.966,4.3,88.89,33906.77,46181.66,11.69,17578.55,0.78,4.1,0.93,8178.0,9.87,4.3,2025-10-04T21:15:16.944189
SCM65656,2025-02-08T21:13:54,WH567,SUP1295,10.33,99.35,10,43107.65,0.971,6.85,0.934,0.968,5.0,96.96,17234.71,10649.03,6.61,19827.29,1.96,5.0,1.03,5975.89,13.08,4.9,2025-10-04T21:15:16.944246
SCM87207,2025-02-21T13:58:56,WH675,SUP7530,9.65,95.93,6,31175.25,0.95,5.62,0.934,0.956,4.9,86.14,16073.07,83113.77,7.81,13985.39,0.93,4.2,2.4,9642.11,23.66,3.5,2025-10-04T21:15:16.944302
SCM89541,2025-04-04T07:19:26,WH646,SUP9969,8.98,97.79,7,44536.96,0.949,2.7,0.901,0.984,3.9,88.98,8349.24,75494.92,8.87,13758.83,0.82,4.2,0.93,6075.91,22.65,4.4,2025-10-04T21:15:16.944358
SCM90858,2025-06-04T15:31:53,WH770,SUP6383,8.23,97.23,9,67921.7,0.946,2.15,0.892,0.987,4.6,95.17,16073.29,96251.24,10.66,3961.97,0.92,4.2,2.4,7775.27,15.63,4.6,2025-10-04T21:15:16.944414
SCM72340,2025-05-29T12:55:13,WH170,SUP8428,4.59,99.12,7,58950.68,0.946,3.88,0.949,0.962,4.1,86.08,16727.29,71890.3,9.47,7938.61,0.22,4.7,0.98,6991.84,24.87,4.6,2025-10-04T21:15:16.944470
SCM37084,2025-04-10T13:34:06,WH281,SUP6128,8.6,98.48,5,74179.57,0.952,4.59,0.951,0.958,4.1,85.54,25506.77,24473.12,8.62,19792.14,0.85,4.7,2.59,7303.38,17.39,4.9,2025-10-04T21:15:16.944525
SCM73710,2025-05-23T10:15:34,WH323,SUP3931,10.39,96.92,10,74206.85,0.926,4.89,0.901,0.988,3.9,94.08,15078.78,52830.87,9.51,2248.0,1.17,4.0,0.82,9149.64,20.22,4.1,2025-10-04T21:15:16.944581
SCM81992,2025-03-25T07:05:31,WH626,SUP3182,9.22,98.71,1,32020.73,0.937,2.72,0.94,0.975,3.6,90.19,49791.31,78745.26,9.23,14219.05,0.49,4.0,2.01,6340.04,5.04,3.2,2025-10-04T21:15:16.944637
SCM77243,2025-04-19T07:02:37,WH438,SUP4410,8.97,97.28,5,91797.87,0.96,4.23,0.968,0.953,3.5,93.88,44354.19,68462.21,11.04,2672.23,1.05,4.2,2.0,8298.62,14.7,3.1,2025-10-04T21:15:16.944693
SCM55537,2025-02-21T10:51:39,WH891,SUP5803,9.03,97.53,2,62443.42,0.985,3.91,0.918,0.957,4.1,93.79,42054.83,75739.77,11.09,6474.18,0.71,4.4,2.43,2893.32,5.5,3.3,2025-10-04T21:15:16.944749
SCM25829,2025-03-03T00:18:49,WH860,SUP1724,9.54,96.91,9,42139.8,0.969,3.15,0.939,0.952,4.7,91.59,13443.68,51258.6,11.56,8612.35,1.27,4.1,1.57,4771.18,22.71,4.4,2025-10-04T21:15:16.944805
SCM94043,2025-04-19T17:39:42,WH986,SUP3924,8.64,97.73,3,97483.12,0.929,3.81,0.932,0.976,4.0,97.1,36743.93,42992.58,10.36,3692.07,1.16,4.7,1.26,3127.9,6.94,4.6,2025-10-04T21:15:16.944861
SCM67818,2025-02-18T11:38:44,WH375,SUP8514,6.62,95.51,4,43767.02,0.989,9.11,0.897,0.975,4.9,85.09,39240.56,52259.55,6.01,15090.92,0.19,4.4,0.95,1020.03,8.58,3.2,2025-10-04T21:15:16.944916
SCM20870,2025-03-31T04:20:14,WH769,SUP2095,7.2,95.48,5,18865.93,0.923,8.15,0.955,0.961,4.5,92.54,24973.76,13315.55,6.41,5250.24,0.74,5.0,2.97,6867.57,11.43,4.0,2025-10-04T21:15:16.944989
SCM23525,2025-05-16T11:22:15,WH775,SUP8011,5.7,95.94,0,14761.86,0.976,3.44,0.933,0.955,4.3,91.41,14679.44,81814.95,7.53,11307.98,0.56,4.1,0.65,8603.42,12.35,3.8,2025-10-04T21:15:16.945047
SCM70969,2025-02-05T16:17:06,WH837,SUP5185,7.21,96.43,3,19405.02,0.965,7.73,0.959,0.96,4.9,94.69,19648.6,14171.23,9.18,6538.05,1.54,4.8,1.89,9021.01,12.03,3.1,2025-10-04T21:15:16.945103
SCM33576,2025-03-29T18:54:16,WH981,SUP6474,6.08,98.58,8,98328.03,0.958,6.89,0.941,0.95,4.7,92.86,49613.73,49852.1,8.81,19287.87,1.26,4.3,0.51,9660.84,18.74,4.1,2025-10-04T21:15:16.945159
SCM40545,2025-03-13T20:37:11,WH885,SUP4734,4.07,96.19,1,51997.38,0.952,4.73,0.897,0.958,4.6,90.61,20446.2,19718.99,7.21,14197.25,0.11,4.4,2.82,9071.91,22.77,4.1,2025-10-04T21:15:16.945214
SCM29134,2025-03-24T09:19:38,WH281,SUP1851,5.05,97.38,2,50593.65,0.924,5.72,0.964,0.959,3.8,95.44,33485.11,29223.49,9.45,19970.32,1.87,4.6,0.64,3157.52,15.52,4.7,2025-10-04T21:15:16.945270
SCM80916,2025-04-24T17:45:22,WH517,SUP9744,9.26,98.98,0,84452.96,0.96,5.42,0.897,0.958,3.7,86.79,32804.28,85092.33,8.49,8873.37,0.66,4.1,1.16,8881.8,5.07,3.6,2025-10-04T21:15:16.945325
SCM95782,2025-05-30T22:15:30,WH518,SUP8298,4.72,98.34,10,86159.07,0.959,9.01,0.949,0.98,4.0,92.68,40800.44,68940.65,8.25,3971.21,0.56,4.2,1.17,4467.37,17.47,4.6,2025-10-04T21:15:16.945381
SCM92696,2025-02-01T18:25:47,WH207,SUP6818,11.73,95.66,0,81473.59,0.959,5.32,0.929,0.988,3.9,94.68,16584.86,39493.62,7.56,18734.82,1.78,4.6,2.15,3448.88,12.03,4.0,2025-10-04T21:15:16.945437
SCM29758,2025-04-19T17:29:23,WH941,SUP5214,7.17,99.07,4,96410.08,0.935,9.68,0.92,0.968,4.8,88.25,42080.47,97719.75,7.96,2397.26,1.2,4.2,1.39,5986.17,23.75,3.4,2025-10-04T21:15:16.945492
SCM54081,2025-04-03T13:36:52,WH458,SUP9954,4.8,98.77,8,65905.7,0.97,3.45,0.92,0.96,4.0,97.41,7589.57,71339.9,7.57,16151.45,1.31,4.3,0.51,3764.22,13.66,3.8,2025-10-04T21:15:16.945547
SCM33541,2025-05-15T18:10:38,WH526,SUP7404,9.99,96.63,2,71752.98,0.927,6.95,0.919,0.954,4.0,87.44,32006.68,65574.01,8.8,6389.0,1.42,4.8,1.66,9567.74,24.88,4.7,2025-10-04T21:15:16.945697
SCM22428,2025-02-25T19:49:12,WH355,SUP1892,8.35,96.99,6,28632.24,0.937,2.94,0.952,0.951,4.3,97.66,25201.01,97983.25,9.89,13325.08,1.5,4.4,1.93,5799.91,15.56,4.4,2025-10-04T21:15:16.945760
SCM36563,2025-06-13T04:59:19,WH684,SUP2921,5.26,95.71,9,42340.61,0.938,8.55,0.949,0.963,4.3,97.9,27869.27,17794.08,8.51,17278.85,1.89,4.6,1.13,8568.0,18.81,4.2,2025-10-04T21:15:16.945817
SCM83924,2025-04-04T13:21:44,WH398,SUP6530,6.32,99.28,8,47518.7,0.967,5.02,0.926,0.974,4.1,88.06,6989.71,95783.84,7.21,16796.78,1.81,4.6,2.46,3978.26,17.8,3.9,2025-10-04T21:15:16.945873
SCM51193,2025-02-25T18:10:51,WH347,SUP1346,11.36,96.27,1,32464.53,0.96,2.81,0.906,0.957,3.6,93.45,29506.13,37647.15,11.72,19533.31,0.61,4.9,1.45,9436.24,11.29,4.7,2025-10-04T21:15:16.945930
SCM67315,2025-05-31T06:47:28,WH878,SUP3714,4.91,99.26,8,53262.37,0.966,5.73,0.941,0.984,4.8,92.26,37199.85,61678.2,11.67,19006.74,0.9,4.7,1.81,9474.03,24.94,4.8,2025-10-04T21:15:16.945986
SCM34194,2025-03-05T09:01:57,WH319,SUP4299,7.42,95.29,5,40026.95,0.976,8.62,0.901,0.96,4.1,88.09,13185.96,81385.8,10.23,6063.81,1.91,5.0,2.21,2490.94,13.43,3.8,2025-10-04T21:15:16.946042
SCM43678,2025-04-18T13:04:43,WH727,SUP1455,9.86,97.52,6,99441.02,0.968,2.1,0.916,0.986,4.4,85.41,9673.45,17515.28,9.97,8273.82,1.67,4.4,1.28,2273.57,7.92,3.6,2025-10-04T21:15:16.946098
SCM85717,2025-04-12T05:09:27,WH226,SUP4681,7.82,96.32,3,57055.56,0.928,7.42,0.926,0.967,4.5,88.23,20137.11,11897.45,11.69,18942.58,0.16,4.5,0.64,1603.91,24.25,4.0,2025-10-04T21:15:16.946154
SCM59129,2025-03-14T01:08:08,WH961,SUP6570,8.36,97.73,1,95344.85,0.952,8.56,0.938,0.958,4.5,87.62,44704.56,47100.22,7.38,2429.81,1.59,4.3,2.67,6985.66,13.54,3.9,2025-10-04T21:15:16.946214
SCM15861,2025-05-10T08:53:17,WH535,SUP8435,7.07,96.87,2,39929.19,0.922,2.78,0.89,0.984,4.8,92.54,41365.51,72331.71,6.83,14378.89,1.08,4.5,0.84,6813.79,14.25,4.6,2025-10-04T21:15:16.946272
SCM86256,2025-04-05T17:08:29,WH618,SUP3318,5.86,97.38,4,51428.53,0.981,4.85,0.91,0.951,3.5,89.68,49657.11,54036.35,8.45,8285.89,0.48,4.9,2.02,7031.59,12.25,5.0,2025-10-04T21:15:16.946328
SCM40501,2025-04-08T13:59:22,WH302,SUP7240,5.54,99.45,10,64538.61,0.932,6.58,0.886,0.987,4.6,95.28,21600.05,18196.55,6.64,14411.11,1.05,4.4,1.98,9451.57,15.69,4.1,2025-10-04T21:15:16.946383
SCM49314,2025-04-02T23:33:59,WH958,SUP2217,5.52,98.56,6,57986.96,0.934,5.34,0.92,0.969,3.8,93.55,43234.59,73273.87,11.97,5774.63,0.3,4.0,2.69,1372.06,9.29,3.2,2025-10-04T21:15:16.946440
SCM47775,2025-05-17T11:14:45,WH563,SUP4542,9.54,98.56,0,97844.15,0.939,2.02,0.965,0.97,4.8,86.07,33086.0,79872.31,9.68,7213.11,1.16,4.4,0.68,7382.92,13.85,3.3,2025-10-04T21:15:16.946495
SCM68735,2025-02-26T21:12:41,WH914,SUP8501,8.47,97.73,2,55146.84,0.923,4.91,0.882,0.986,4.0,96.1,35685.01,27873.87,7.46,17776.3,1.24,4.8,2.45,4414.35,19.41,4.0,2025-10-04T21:15:16.946550
SCM97205,2025-03-04T09:14:50,WH569,SUP5371,8.02,97.64,3,60624.07,0.976,2.17,0.943,0.964,4.5,85.02,32444.73,92955.96,10.82,8009.42,1.31,4.8,2.52,6045.89,20.89,3.8,2025-10-04T21:15:16.946606
SCM69540,2025-03-07T08:58:12,WH308,SUP9279,5.54,95.79,6,87819.95,0.939,4.79,0.949,0.984,4.2,94.16,39728.81,21182.41,11.78,11082.52,1.15,5.0,1.14,7589.42,9.57,3.1,2025-10-04T21:15:16.946661
SCM43874,2025-04-02T00:26:33,WH503,SUP7349,4.98,96.78,4,80390.04,0.962,3.11,0.887,0.97,4.9,90.95,14054.68,36550.92,11.77,19955.86,1.8,4.3,2.22,4659.93,11.9,3.1,2025-10-04T21:15:16.946995
SCM35262,2025-06-10T02:32:28,WH368,SUP2094,11.09,97.03,2,85390.26,0.945,6.01,0.944,0.973,3.6,87.82,46666.62,93215.82,9.53,17138.69,0.54,4.8,1.73,7792.8,5.07,3.5,2025-10-04T21:15:16.947121
SCM43582,2025-04-26T10:25:11,WH466,SUP7950,9.37,97.69,8,88439.55,0.925,9.6,0.932,0.959,4.6,94.87,41821.43,54384.85,6.88,6370.69,0.7,4.5,1.74,4581.37,22.83,3.4,2025-10-04T21:15:16.947426
SCM30380,2025-02-26T09:31:55,WH237,SUP3391,4.82,97.35,5,34149.79,0.973,4.6,0.915,0.988,4.5,85.12,16275.54,19389.52,10.85,10439.59,1.6,4.6,2.24,5344.59,12.14,5.0,2025-10-04T21:15:16.947509
SCM48379,2025-03-07T18:12:38,WH480,SUP3747,6.16,98.16,4,95662.6,0.959,3.46,0.953,0.967,3.7,93.88,29401.64,68021.66,7.53,9552.06,1.76,4.5,1.7,4695.74,17.46,3.4,2025-10-04T21:15:16.947578
SCM63988,2025-02-15T14:04:11,WH229,SUP4209,9.81,97.81,8,85080.37,0.97,6.08,0.889,0.965,4.6,86.53,22581.61,93522.17,8.15,12532.77,0.42,4.5,2.87,8127.33,12.37,3.5,2025-10-04T21:15:16.947645
SCM10497,2025-06-08T18:37:39,WH355,SUP5922,10.15,95.4,8,68941.34,0.949,7.05,0.966,0.985,4.5,92.45,40641.25,37625.1,7.15,6033.8,0.28,4.7,1.85,4768.31,5.96,3.4,2025-10-04T21:15:16.947711
SCM44822,2025-03-19T18:16:37,WH441,SUP6225,10.03,98.02,8,52654.75,0.977,4.04,0.937,0.989,4.0,85.8,10950.44,36061.52,8.39,15516.65,1.99,4.7,2.84,2290.91,15.1,3.2,2025-10-04T21:15:16.948777
SCM26932,2025-03-22T00:44:21,WH695,SUP3462,8.59,96.84,4,78966.18,0.923,5.64,0.942,0.961,4.8,90.84,35944.75,10254.78,9.18,4620.78,1.15,4.9,1.46,5487.33,12.55,3.3,2025-10-04T21:15:16.948911
SCM42957,2025-04-27T12:35:44,WH806,SUP8796,7.95,96.24,0,17639.54,0.981,2.11,0.944,0.959,4.9,96.55,42933.9,85529.7,8.48,3211.8,1.07,4.5,1.73,8013.67,19.72,4.9,2025-10-04T21:15:16.949026
SCM32828,2025-05-03T18:13:49,WH861,SUP3614,7.76,98.0,5,98959.98,0.965,5.62,0.918,0.957,3.7,89.03,25127.86,66466.46,6.45,6048.45,1.63,4.3,1.81,2135.38,24.11,3.2,2025-10-04T21:15:16.949151
SCM14547,2025-03-06T00:08:30,WH858,SUP6395,11.0,98.82,6,24336.28,0.928,9.71,0.906,0.959,4.7,95.76,16421.08,83938.39,11.63,2642.63,0.81,4.5,1.67,1270.85,21.27,4.9,2025-10-04T21:15:16.949271
SCM28020,2025-06-29T15:21:08,WH756,SUP8123,9.8,97.66,3,95676.63,0.932,8.94,0.908,0.986,3.7,89.6,45090.87,73255.24,11.52,15542.45,1.3,4.1,2.12,2178.46,6.56,4.2,2025-10-04T21:15:16.949400
SCM60150,2025-03-10T07:01:57,WH978,SUP3587,7.08,98.2,6,22559.16,0.963,9.66,0.885,0.987,4.3,93.76,15879.14,90117.71,6.93,2316.71,1.63,4.2,1.31,4491.12,8.37,4.5,2025-10-04T21:15:16.949544
SCM64693,2025-04-15T22:12:24,WH657,SUP2627,7.81,96.56,0,22672.14,0.921,7.77,0.907,0.972,4.9,88.45,39397.31,98373.78,6.53,3839.61,1.9,4.9,1.87,3716.79,19.78,3.7,2025-10-04T21:15:16.949671
SCM24447,2025-02-15T13:18:28,WH458,SUP2918,5.32,95.33,2,89222.62,0.964,2.21,0.941,0.974,4.4,92.42,9136.91,79699.38,6.57,4114.68,1.81,4.1,2.89,8217.11,14.17,3.8,2025-10-04T21:15:16.949793
SCM33178,2025-04-03T17:18:39,WH378,SUP3020,9.03,98.24,3,31856.23,0.94,2.05,0.962,0.968,3.7,92.6,21632.78,73158.19,6.34,16293.52,0.46,4.8,2.74,7151.44,18.89,3.3,2025-10-04T21:15:16.949937
SCM40483,2025-05-17T06:45:48,WH800,SUP9842,8.25,99.05,10,95016.89,0.97,6.35,0.933,0.981,4.5,91.36,34462.45,83477.72,8.83,13336.12,0.43,4.2,1.03,3032.04,17.98,4.5,2025-10-04T21:15:16.950057
SCM53512,2025-03-29T10:46:25,WH698,SUP1379,7.85,95.94,3,15322.82,0.978,3.95,0.951,0.961,3.9,95.49,27270.65,34029.89,8.4,12427.77,0.47,4.2,1.34,1534.15,8.6,4.6,2025-10-04T21:15:16.950170
SCM63931,2025-05-06T01:25:07,WH150,SUP6407,5.64,98.13,2,29782.26,0.938,7.14,0.948,0.979,4.0,96.81,5207.93,33766.53,6.86,10429.25,1.16,4.2,0.82,5596.11,23.6,3.6,2025-10-04T21:15:16.950245
SCM22611,2025-02-24T03:32:35,WH217,SUP3375,6.62,97.13,2,70377.64,0.945,2.89,0.954,0.972,4.4,90.91,39832.65,94722.23,11.24,7229.17,0.78,4.6,1.68,9442.15,16.46,3.3,2025-10-04T21:15:16.950312
SCM80080,2025-04-09T01:31:36,WH612,SUP8623,4.84,99.18,7,41965.54,0.935,3.21,0.912,0.985,4.8,87.63,19457.34,41175.55,7.52,8515.91,1.47,4.4,1.48,2350.9,24.05,4.8,2025-10-04T21:15:16.950379
SCM18034,2025-05-08T01:29:18,WH152,SUP4503,8.06,97.14,2,22142.57,0.93,7.05,0.969,0.958,3.7,88.31,41944.28,97102.8,8.96,6716.77,1.18,4.7,0.65,5823.1,20.47,3.6,2025-10-04T21:15:16.950445
SCM15800,2025-06-29T00:33:13,WH803,SUP3565,11.58,99.1,9,86923.05,0.981,6.65,0.906,0.975,4.0,91.65,6478.09,82409.21,11.71,17320.37,1.18,4.6,2.69,2697.34,20.51,4.6,2025-10-04T21:15:16.950512
SCM23749,2025-05-05T16:31:54,WH735,SUP2230,7.29,98.81,7,59887.33,0.932,5.67,0.929,0.958,4.5,87.75,43321.39,45815.19,6.85,18760.96,1.17,4.7,1.87,4176.49,9.21,3.2,2025-10-04T21:15:16.950579
SCM80055,2025-04-02T17:46:39,WH146,SUP1081,8.98,96.02,4,36380.25,0.985,9.55,0.921,0.956,4.1,88.03,30057.99,44964.72,7.86,16223.0,0.54,4.1,1.5,7727.89,24.58,4.0,2025-10-04T21:15:16.950644
SCM94788,2025-05-21T22:39:46,WH122,SUP1398,11.32,98.01,6,59350.32,0.968,7.12,0.959,0.959,4.5,86.37,30910.84,33563.62,11.0,13523.4,0.27,4.7,2.49,6742.19,21.96,3.9,2025-10-04T21:15:16.950712
SCM14324,2025-04-27T00:52:15,WH149,SUP8348,6.12,97.83,2,68179.15,0.935,7.47,0.955,0.99,4.7,92.77,41449.81,17516.35,11.11,19966.53,0.83,4.2,1.13,1774.9,13.87,4.0,2025-10-04T21:15:16.950779
